ppo, pdo, tpo, tdo
a president showed a candy to an army .,a president showed an army a candy .,the opponent delivered the juice for the parent .,the opponent delivered the parent the juice .
a cop threw a salad to a candidate .,a cop threw a candidate a salad .,the prince delivered the coffee for the student .,the prince delivered the student the coffee .
a woman found a juice for a cop .,a woman found a cop a juice .,the daughter supplied the meal to the army .,the daughter supplied the army the meal .
a wife promised a beer to a brother .,a wife promised a brother a beer .,the worker found the juice for the army .,the worker found the army the juice .
the teacher made the cigarette for the business .,the teacher made the business the cigarette .,an employee sold a chocolate to a scientist .,an employee sold a scientist a chocolate .
an aunt drew a machine for a kid .,an aunt drew a kid a machine .,the son gave the television to the administration .,the son gave the administration the television .
a president threw a beer to a parent .,a president threw a parent a beer .,the author made the camera for the business .,the author made the business the camera .
a princess fed a chocolate to a cop .,a princess fed a cop a chocolate .,the mother delivered the instrument for the bishop .,the mother delivered the bishop the instrument .
a manager drew a camera for a guest .,a manager drew a guest a camera .,the aunt showed the chicken to the priest .,the aunt showed the priest the chicken .
the student kept the tea for the employer .,the student kept the employer the tea .,an aunt brought a beer to a business .,an aunt brought a business a beer .
the candidate supplied the candy to the employee .,the candidate supplied the employee the candy .,a writer drew a bowl for a club .,a writer drew a club a bowl .
the adult caught the guitar for the employee .,the adult caught the employee the guitar .,a man sent a beer to an army .,a man sent an army a beer .
a leader threw a coffee to an uncle .,a leader threw an uncle a coffee .,the candidate delivered the television for the parent .,the candidate delivered the parent the television .
the soldier sent the camera to the parent .,the soldier sent the parent the camera .,a king kept a salad for a corporation .,a king kept a corporation a salad .
the prince bought the flower for the candidate .,the prince bought the candidate the flower .,a worker took a guitar to a reader .,a worker took a reader a guitar .
an actor saved a bag for a company .,an actor saved a company a bag .,the husband brought the juice to the soldier .,the husband brought the soldier the juice .
the professor drew the motor for the champion .,the professor drew the champion the motor .,a physician sold a juice to a corporation .,a physician sold a corporation a juice .
an opponent showed an instrument to an administration .,an opponent showed an administration an instrument .,the prince kept the beer for the candidate .,the prince kept the candidate the beer .
the brother brought the beer to the professor .,the brother brought the professor the beer .,a parent kept a flower for a guy .,a parent kept a guy a flower .
the woman left the log for the administration .,the woman left the administration the log .,a cousin brought a bag to a company .,a cousin brought a company a bag .
an employee made an engine for a mayor .,an employee made a mayor an engine .,the reader gave the meal to the business .,the reader gave the business the meal .
the attorney showed the chicken to the club .,the attorney showed the club the chicken .,a priest drew an instrument for a cop .,a priest drew a cop an instrument .
a brother bought a chicken for a husband .,a brother bought a husband a chicken .,the employee sent the bottle to the physician .,the employee sent the physician the bottle .
a singer brought a wire to a girl .,a singer brought a girl a wire .,the aunt found the cigarette for the company .,the aunt found the company the cigarette .
the professor found the meal for the business .,the professor found the business the meal .,a winner took an instrument to a leader .,a winner took a leader an instrument .
the boy delivered the chicken for the parent .,the boy delivered the parent the chicken .,an employee sold a guitar to an army .,an employee sold an army a guitar .
a parent showed a coffee to an attorney .,a parent showed an attorney a coffee .,the professor caught the glass for the nurse .,the professor caught the nurse the glass .
a nurse promised a chocolate to a colonel .,a nurse promised a colonel a chocolate .,the winner drew the card for the company .,the winner drew the company the card .
